"term","op","estimate","std.error","statistic","p.value","std.lv","std.all"
"harmL =~ Q8_1","=~",0.651043850367712,0.072509227656812,8.97877237707065,0,0.651043850367712,0.613110741292936
"harmL =~ Q8_2","=~",0.769131574395028,0.0732083814234182,10.5060589981709,0,0.769131574395028,0.69097767728101
"harmL =~ Q8_3","=~",0.388141681108233,0.0840672180174578,4.61703967684086,3.89252869159584e-06,0.388141681108233,0.365114187626112
"harmL =~ harm_all","=~",-0.0937854451541391,0.172685399856463,-0.543100026013166,0.587060934733275,-0.0937854451541391,-0.0308486668241878
"fairL =~ Q8_4","=~",0.819483306252037,0.0685400839798258,11.9562635273871,0,0.819483306252037,0.762712498775934
"fairL =~ Q8_5","=~",0.545428683773604,0.0836222704008113,6.52252900046005,6.91315893419642e-11,0.545428683773604,0.502203780633971
"fairL =~ Q8_6","=~",0.232951931811418,0.0815762501987231,2.85563422250885,0.00429509639729275,0.232951931811418,0.217876256478809
"fairL =~ fair_all","=~",0.245981910579404,0.114136788225568,2.15515010018743,0.0311500902781674,0.245981910579404,0.103484714103252
"ingroupL =~ Q8_7","=~",0.841755713846639,0.0669085914937584,12.5806820178715,0,0.841755713846639,0.626479460780582
"ingroupL =~ Q8_8","=~",0.886999882531629,0.0573004432561028,15.4798083946263,0,0.886999882531629,0.723540805270119
"ingroupL =~ Q8_9","=~",1.02584931566389,0.0573111187309237,17.8996560943133,0,1.02584931566389,0.812812828107617
"ingroupL =~ ingroup_all","=~",0.0805819183959418,0.110564224772101,0.728824523140645,0.466109008699133,0.0805819183959418,0.0306552881365649
"authorityL =~ Q8_10","=~",1.01075188327285,0.0578149356280027,17.4825392832106,0,1.01075188327285,0.80397574494781
"authorityL =~ Q8_11","=~",1.00624650827909,0.0676766402371577,14.8684465533886,0,1.00624650827909,0.716912781968785
"authorityL =~ Q8_12","=~",0.484157940596631,0.0595183424663335,8.13460053714524,4.44089209850063e-16,0.484157940596631,0.411671368239546
"authorityL =~ authority_all","=~",-0.00195959962246283,0.112004016687461,-0.0174957977438519,0.986041085249022,-0.00195959962246283,-0.000926622730311592
"purityL =~ Q8_13","=~",0.952636741195123,0.0670702460193903,14.2035671215476,0,0.952636741195123,0.710415370269733
"purityL =~ Q8_14","=~",0.944186872096987,0.0720518320780813,13.1042729222178,0,0.944186872096987,0.667448909849818
"purityL =~ Q8_15","=~",1.11026759986919,0.090430154845227,12.2776257739405,0,1.11026759986919,0.639553781461103
"purityL =~ purity_all","=~",-0.100663463548184,0.117165920855252,-0.85915309514398,0.390256057363374,-0.100663463548184,-0.0457958815673337
"mfq =~ Q8_1","=~",0.525900037093977,0.0785205662009276,6.6976088245243,2.11857198451071e-11,0.525900037093977,0.49525843982177
"mfq =~ Q8_2","=~",0.46052722637684,0.0865608582497792,5.32027102882861,1.03612778357132e-07,0.46052722637684,0.413731595217413
"mfq =~ Q8_3","=~",0.863711416183823,0.0616593110258562,14.007801933136,0,0.863711416183823,0.812469537316759
"mfq =~ Q8_4","=~",0.583874866904728,0.0790624875445704,7.38497971715824,1.52544643583497e-13,0.583874866904728,0.543426150736507
"mfq =~ Q8_5","=~",0.664592177232445,0.0708078162594192,9.38585896785142,0,0.664592177232445,0.61192363715956
"mfq =~ Q8_6","=~",0.786680607249362,0.060471783314742,13.0090525552201,0,0.786680607249362,0.735769926521665
"mfq =~ Q8_7","=~",0.215835809055795,0.0830163394499961,2.59991961203976,0.00932456009005045,0.215835809055795,0.160636511341877
"mfq =~ Q8_8","=~",0.406434297015607,0.0747876657263375,5.4345097292223,5.4947299155117e-08,0.406434297015607,0.331535329759845
"mfq =~ Q8_9","=~",0.347330342173693,0.079811407193956,4.35188846288124,1.34969924188155e-05,0.347330342173693,0.275200805224579
"mfq =~ Q8_10","=~",0.278776413051432,0.0786444425017523,3.54476939734451,0.000392956712980785,0.278776413051432,0.221745294830582
"mfq =~ Q8_11","=~",0.0430752002676531,0.0886403126404239,0.485954967717577,0.626999094511488,0.0430752002676531,0.0306894596936883
"mfq =~ Q8_12","=~",0.541613806413674,0.0654855905715373,8.27073256401357,2.22044604925031e-16,0.541613806413674,0.460525126302756
"mfq =~ Q8_13","=~",0.333553997762091,0.0825619282418008,4.04004611889883,5.34406917920283e-05,0.333553997762091,0.248743174158732
"mfq =~ Q8_14","=~",0.266060533921823,0.0872512437431276,3.04936093180654,0.00229328780597227,0.266060533921823,0.188079095958814
"mfq =~ Q8_15","=~",0.083760259944915,0.108576566177115,0.771439573878967,0.44044642596563,0.083760259944915,0.0482489005265458
"mfd =~ harm_all","=~",1.62254910483006,0.158576697040876,10.2319516997622,0,1.62254910483006,0.533701968983807
"mfd =~ fair_all","=~",1.61420391520826,0.12028801503338,13.4194908342308,0,1.61420391520826,0.679096402968028
"mfd =~ ingroup_all","=~",2.29646380019332,0.13051124479001,17.5959075701736,0,2.29646380019332,0.873629728498278
"mfd =~ authority_all","=~",0.835180749775365,0.113591104521293,7.35251896083823,1.94511073914327e-13,0.835180749775365,0.394926319534546
"mfd =~ purity_all","=~",1.02165909745409,0.116334245822204,8.78210100760445,0,1.02165909745409,0.464794051188201
"harmL ~~ mfq","~~",0,0,NA,NA,0,0
"fairL ~~ mfq","~~",0,0,NA,NA,0,0
"ingroupL ~~ mfq","~~",0,0,NA,NA,0,0
"authorityL ~~ mfq","~~",0,0,NA,NA,0,0
"purityL ~~ mfq","~~",0,0,NA,NA,0,0
"harmL ~~ mfd","~~",0,0,NA,NA,0,0
"fairL ~~ mfd","~~",0,0,NA,NA,0,0
"ingroupL ~~ mfd","~~",0,0,NA,NA,0,0
"authorityL ~~ mfd","~~",0,0,NA,NA,0,0
"purityL ~~ mfd","~~",0,0,NA,NA,0,0
"Q8_1 ~~ Q8_1","~~",0.427138770967459,0.0469895037579631,9.09008899450387,0,0.427138770967459,0.378814296696532
"Q8_2 ~~ Q8_2","~~",0.435356829143032,0.0663533125566767,6.56119208473828,5.33793009793726e-11,0.435356829143032,0.351376016618195
"Q8_3 ~~ Q8_3","~~",0.233464945519968,0.041802481753115,5.58495418761999,2.33761827672652e-08,0.233464945519968,0.206584880926415
"harm_all ~~ harm_all","~~",6.60122233343485,0.524665403175623,12.5817755344261,0,6.60122233343485,0.714210568057978
"Q8_4 ~~ Q8_4","~~",0.141943037621664,0.0815427673201284,1.74071891703663,0.081732860709151,0.141943037621664,0.122957662906675
"Q8_5 ~~ Q8_5","~~",0.440373801504559,0.043663712027998,10.0855786430201,0,0.440373801504559,0.373340825002361
"Q8_6 ~~ Q8_6","~~",0.470042295770406,0.0529324244275543,8.88004471462907,0,0.470042295770406,0.411172552089084
"fair_all ~~ fair_all","~~",2.98390997347079,0.285241192427588,10.4610065189946,0,2.98390997347079,0.528118989422854
"Q8_7 ~~ Q8_7","~~",1.05020000657308,0.0864291495938159,12.1509931719636,0,1.05020000657308,0.581719396443983
"Q8_8 ~~ Q8_8","~~",0.550911164994232,0.0545796793792785,10.0937046765318,0,0.550911164994232,0.366573028230098
"Q8_9 ~~ Q8_9","~~",0.419885775748948,0.0565857391729415,7.42034621948936,1.16795462190566e-13,0.419885775748948,0.263599823267441
"ingroup_all ~~ ingroup_all","~~",1.62954342455383,0.374676096978688,4.34920572113924,1.36631495462058e-05,1.62954342455383,0.235831350793289
"Q8_10 ~~ Q8_10","~~",0.481196093528927,0.0604106474088731,7.96541858378179,1.55431223447522e-15,0.481196093528927,0.304452025756112
"Q8_11 ~~ Q8_11","~~",0.955657396856288,0.0886028147537942,10.7858582090403,0,0.955657396856288,0.485094220113486
"Q8_12 ~~ Q8_12","~~",0.855406756189351,0.0693618493185916,12.3325252223353,0,0.855406756189351,0.61844329261561
"authority_all ~~ authority_all","~~",3.77474731358399,0.282682050185052,13.3533321663435,0,3.77474731358399,0.844032343509214
"Q8_13 ~~ Q8_13","~~",0.779391693443062,0.0826406280115364,9.43109596570661,0,0.779391693443062,0.433436834993956
"Q8_14 ~~ Q8_14","~~",1.03887393876011,0.097721852218039,10.6309276295966,0,1.03887393876011,0.519138206403605
"Q8_15 ~~ Q8_15","~~",1.77399821025339,0.160209721945511,11.0729747777525,0,1.77399821025339,0.588643004216783
"purity_all ~~ purity_all","~~",3.77767865027308,0.289818046553293,13.0346563825121,0,3.77767865027308,0.781869227211531
"harmL ~~ harmL","~~",1,0,NA,NA,1,1
"fairL ~~ fairL","~~",1,0,NA,NA,1,1
"ingroupL ~~ ingroupL","~~",1,0,NA,NA,1,1
"authorityL ~~ authorityL","~~",1,0,NA,NA,1,1
"purityL ~~ purityL","~~",1,0,NA,NA,1,1
"mfq ~~ mfq","~~",1,0,NA,NA,1,1
"mfd ~~ mfd","~~",1,0,NA,NA,1,1
"harmL ~~ fairL","~~",0.638999164254316,0.0787170578510234,8.11767082890292,4.44089209850063e-16,0.638999164254316,0.638999164254316
"harmL ~~ ingroupL","~~",0.304508453904903,0.0753586490097369,4.04078971566434,5.32715098506831e-05,0.304508453904903,0.304508453904903
"harmL ~~ authorityL","~~",0.261697193758309,0.0766301905758882,3.41506646129434,0.000637664504701929,0.261697193758309,0.261697193758309
"harmL ~~ purityL","~~",0.338697044777614,0.0752088302713602,4.50342125459955,6.68681516313718e-06,0.338697044777614,0.338697044777614
"fairL ~~ ingroupL","~~",0.20679405239743,0.0761352733359154,2.71613988282457,0.00660480053717927,0.20679405239743,0.20679405239743
"fairL ~~ authorityL","~~",0.140222089864291,0.0760358604650819,1.84415733584925,0.0651602140274044,0.140222089864291,0.140222089864291
"fairL ~~ purityL","~~",0.151013759069079,0.0782176119080436,1.93068741662195,0.0535217199838536,0.151013759069079,0.151013759069079
"ingroupL ~~ authorityL","~~",0.810374668379093,0.0344381798823406,23.53128623951,0,0.810374668379093,0.810374668379093
"ingroupL ~~ purityL","~~",0.602526974924839,0.0498529585246833,12.086082606843,0,0.602526974924839,0.602526974924839
"authorityL ~~ purityL","~~",0.796163568591638,0.0398754347537051,19.9662667882928,0,0.796163568591638,0.796163568591638
"mfq ~~ mfd","~~",0.0854127500910286,0.0633310875602878,1.34867019312941,0.177442923565968,0.0854127500910286,0.0854127500910286
